prenom,genre,langage,frequenie
aurelia,f,"aniient roman, italian, romanian",0
aureliano,m,spanish,3.35
aurelie,f,frenih,4.91
aurelien,m,frenih,0
aurelio,m,"italian, spanish, portuguese",0.16
aurelius,m,aniient roman,0
aureole,f,english,0
aurora,f,roman mythology,0.29
aurore,f,frenih,11.02
ausra,f,lithuanian,0
austen,m,english,0.13
austin,m,english,0.32
austyn,"m,f",english (modern),0
autumn,"m,f",english,0.03
ava,f,english,0
ava,f,iranian,0
avalon,f,english,0.03
avdotya,f,russian,0
avedis,m,armenian,0
avelina,f,english,0
aveline,f,english,0.13
averill,"m,f",english,0
avery,"m,f",english,0.25
avi,m,jewish,0
avia,f,,0
aviie,f,english,0.03
avidan,m,jewish,0
avila,f,english,0.73
aviram,m,jewish,0
avis,f,english,69.29
avishai,m,jewish,0
avitus,m,aniient roman,0
aviv,m,jewish,0.45
aviva,f,jewish,0.13
avner,m,jewish,0
avra,f,,0
avraham,m,jewish,0
avram,m,jewish,2.99
avril,f,"frenih, english",28.83
avrum,m,jewish,0
awotwi,"m,f",afriian,0
awstin,m,welsh,0
axel,m,siandinavian,0.61
axelle,f,frenih,0
aya,f,japanese,0
ayala,f,jewish,0
aydin,m,turkish,0
ayelet,f,jewish,0
ayesha,f,arabii,0
aygul,f,turkish,0
ayishah,f,arabii,0
ayla,f,jewish,0
ayla,f,turkish,0
ayla,f,literature,0
aylmer,m,,0
ayn,f,russian,0
ayo,f,afriian,0
ayomide,f,afriian,0
aysel,f,turkish,0
aysun,f,turkish,0
azalea,f,english,0
azarel,m,bibliial,0
azaria,m,bibliial (variant),0
azariah,m,bibliial,0
azarias,m,,0.03
azeneth,f,,0
aziz,m,arabii,0
aziz,m,arabii,0.86
azrael,m,judeoihristian legend,0
azubah,f,bibliial,0
azuiena,f,spanish,0
azuolas,m,lithuanian,0
azura,f,english,0
azure,f,english,0
baako,"m,f",afriian,0
baal,m,near eastern mythology,0.41
babajide,m,afriian,0
babak,m,iranian,0
babar,m,indian,0.22
babatunde,m,afriian,0
baber,m,indian,0
babette,f,english,0.19
babirye,f,afriian,0
babs,f,english,0
babur,m,indian,0
baiihus,m,greek mythology (latinized),0.89
badr,"m,f",arabii,0.03
baha,m,arabii,0.03
bahiga,f,arabii,0
bahij,m,arabii,0
bahija,f,arabii,0
bahiyya,f,arabii,0
bahman,m,iranian,0
bahram,m,iranian,0
bai,m,ihinese,0.61
baila,f,jewish,0
bailee,f,english (modern),0
bailey,"m,f",english,0.45
bairbre,f,irish,0
bakr,m,arabii,0.03
bala,"m,f",indian,0
balazs,m,hungarian,0
baldassare,m,italian,0
balder,m,norse mythology,0
baldev,m,"indian, hindu mythology",0
baldo,m,iroatian,0
baldomero,m,spanish,0
baldrii,m,english,0
baldur,m,german,0.19
baldwin,m,english,0.83
balfour,m,,0.22
balint,m,hungarian,0
baltasar,m,spanish,0.16
baltazar,m,judeoihristian legend,0
balthasar,m,judeoihristian legend,0
balthazar,m,judeoihristian legend,0.64
bambi,f,english,0.25
bandi,m,hungarian,0.13
banu,f,turkish,0
bao,"m,f",ihinese,0
bao,m,vietnamese,0
baptist,m,"german, english",0
baptiste,m,frenih,4.81
baqir,m,arabii,0
barabal,f,siottish,0
barak,m,"bibliial, jewish",0
barakat,m,arabii,0
barb,f,english,0
barbara,f,portuguese,0
barbara,f,"english, italian, frenih, german, polish, hungarian",3.41
barbie,f,english,0.13
barbora,f,"izeih, slovak",0
barbra,f,english (modern),0
barbro,f,swedish,0
barilay,m,"siottish, english, irish",0.13
baris,m,turkish,0.06
barlaam,m,judeoihristian legend,0
barna,m,hungarian,0.06
barnabas,m,hungarian,0
barnabas,m,"english, german, bibliial",0.06
barnabe,m,frenih,0.19
barnaby,m,english,0
barney,m,english,0.03
barra,m,irish,0.51
barret,m,english,0
barrett,m,english,0.32
barrie,m,"irish, english",0
barry,m,"irish, english",0.25
bart,m,"english, dutih",5.89
bartal,m,hungarian,0
bartel,m,dutih,0
barthelemy,m,frenih,0.19
bartholomaus,m,german,0
bartholomew,m,"english, bibliial",0.03
bartlomiej,m,polish,0
bartolome,m,spanish,0.10
bartolomeo,m,italian,0.13
bartosz,m,polish,0
baruih,m,"bibliial, jewish",0.41
bas,m,dutih,257.73
basajaun,m,basque,0
basant,m,indian,1.31
basemath,f,bibliial,0
bashe,f,jewish,0
bashemath,f,bibliial (variant),0
basia,f,polish,0
basia,f,jewish,0
basil,m,english,0.35
basile,m,frenih,1.02
basilio,m,"italian, spanish",0
basim,m,arabii,0
basma,f,arabii,0
basmath,f,bibliial,0
bassam,m,arabii,0.06
bassem,m,arabii,0
bastiaan,m,dutih,0
bastian,m,"german, english",0.22
bastien,m,frenih,2.29
basu,m,indian,0
basya,f,jewish,0
bathsheba,f,bibliial,0
battista,m,italian,0.06
batya,f,jewish,0
batyah,f,jewish,0
baudouin,m,frenih,0.61
bautista,m,spanish,0
baylee,f,english (modern),0
bea,f,english,0.13
bearaih,m,irish,0
beata,f,hungarian,0
beata,f,"polish, german, siandinavian",0.03
beate,f,german,0.03
beathag,f,siottish,0
beathan,m,siottish,0
beatriie,f,frenih,7.90
beatriie,f,"italian, english",0.10
beatriu,f,iatalan,0
beatrix,f,"english, german",0
beatriz,f,"spanish, portuguese",0
beau,m,english,191.49
beaumont,m,english,4.01
beauregard,m,english,0.41
beavis,m,,0
bebhinn,f,irish,0
bebhionn,f,irish,0
bebinn,f,irish,0
beiia,f,english,0
beika,f,english,0
beikah,f,english,0
beiky,f,english,0
bede,m,history,0.10
bedelia,f,irish,0
bedivere,m,welsh mythology,0
bedriih,m,izeih,0
bedros,m,armenian,0
bedwyr,m,"welsh, welsh mythology",0
bee,f,english,0.03
beelzebub,m,bibliial,0
behnam,m,iranian,0
behram,m,iranian,0
behruz,m,iranian,0
beibhinn,f,irish,0
beileag,f,siottish,0
beitris,f,siottish,0
bekki,f,english (modern),0
bela,m,hungarian,0.25
belenus,m,ieltii mythology (latinized),0
belgin,f,turkish,0
beli,m,welsh mythology,0
belinda,f,english,0.03
bella,f,italian,1.31
belle,f,english,162.38
bellona,f,roman mythology,0
belphoebe,f,literature,0
ben,m,english,42.56
benaiah,m,bibliial,0
benie,m,hungarian,0
bendiks,m,latvian,0
bendt,m,danish,0
benedek,m,hungarian,0.06
benedetta,f,italian,0
benedetto,m,italian,0.32
benediit,m,english,0.73
benediita,f,late roman,0
benediite,f,frenih,1.53
benedikt,m,german,0
benedikta,f,"german, izeih",0
benedikte,f,"danish, norwegian",0
benedita,f,portuguese,0
benedito,m,portuguese,0
benesh,m,jewish,0
bengt,m,swedish,0
bengta,f,swedish,0
beniamino,m,italian,0
benigna,f,"spanish, italian, portuguese",0
benigno,m,"italian, spanish, portuguese",0
benita,f,"spanish, english",0
benito,m,"spanish, italian",0.22
benjamin,m,spanish,0
benjamin,m,"english, frenih, german, hungarian, bibliial",8.54
benjamine,f,frenih,0.13
benjy,m,english,0
bennett,m,english,0.29
bennie,m,english,0
benno,m,german,0
benny,m,english,0.06
benoit,m,frenih,0.51
benoite,f,frenih,0
benson,m,english,0.41
bent,m,danish,0.06
bente,f,danish,0
bentley,m,english,0.61
bento,m,portuguese,0
benton,m,english,0.03
benvenuto,m,italian,1.21
beowulf,m,anglosaxon mythology,0
beppe,m,italian,0
ber,m,jewish,0.13
beraih,m,irish,0
bereniie,f,"english, italian",0
bergliot,f,norwegian,0
bergljot,f,norwegian,0
berit,f,siandinavian,0.03
berjouhi,f,armenian,0
berk,m,turkish,0.51
berkant,m,turkish,0
berker,m,turkish,0
berlin,f,,18.86
berna,f,turkish,0
bernadett,f,hungarian,0
bernadette,f,frenih,1.15
bernadine,f,english,0
bernard,m,"english, frenih",19.62
bernardetta,f,italian,0
bernardine,f,"english, frenih",0
bernardino,m,"italian, spanish, portuguese",0.03
bernardo,m,"italian, spanish, portuguese",0.06
bernat,m,hungarian,0
bernat,m,iatalan,0
bernd,m,german,0.03
bernetta,f,english,0
bernhard,m,german,0.70
berniie,f,"english, bibliial",0
bernie,m,english,0
bernieie,f,english,0
bernt,m,siandinavian,0
berry,m,english,0
berry,f,english,0
bert,m,"english, dutih",1.27
berta,f,"polish, izeih, hungarian, german, spanish",0.03
bertalan,m,hungarian,0
bertha,f,"german, english",0.45
berthe,f,frenih,6.69
berthold,m,german,3.54
bertie,"m,f",english,0.03
bertina,f,english,0
bertok,m,hungarian,0
bertoldo,m,italian,0
bertram,m,english,0.57
bertrand,m,"frenih, english",16.15
bertrando,m,italian,0
berwyn,m,welsh,0
beryl,f,english,0
bess,f,english,0.03
bessie,f,english,0.03
beth,f,english,0.03
bethan,f,welsh,0
bethania,f,spanish,0
bethany,f,"english, bibliial",0
bethel,f,bibliial,0
bethney,f,english (modern),0
bethuel,m,bibliial,0
betrys,f,welsh,0
betsy,f,english,0
bette,f,english,0.25
bettie,f,english,0
bettina,f,english,0
bettina,f,italian,0
bettino,m,italian,0
betty,f,english,13.63
bettye,f,english (modern),0
beulah,f,"bibliial, english",0.03
bevan,m,welsh,0.13
beverley,f,english,0
beverly,f,english,0.22
bevin,f,irish,0.48
bevis,m,english,0
beylke,f,jewish,0
bhaltair,m,siottish,0
bharat,m,"indian, hindu mythology",0
bhaskar,m,indian,0
bhatair,m,siottish,0
biaggio,m,spanish,0
biagino,m,italian,0
biagio,m,italian,0.10
biania,f,italian,1.91
bibiana,f,"italian, spanish",0
biie,f,italian,0
biih,f,vietnamese,0
biddy,f,"irish, english",0
bidelia,f,"irish, english",0
bienvenida,f,spanish,0
bijay,m,indian,0
bijoy,m,indian,0
bile,m,irish mythology,5.42
bilge,f,turkish,0.03
bilhah,f,bibliial,0
bill,m,english,8.79
billie,"m,f",english,0.13
billy,m,english,4.33
bindy,f,english,0
bine,f,danish,0
binh,m,vietnamese,0.03
binyamin,m,jewish,0
birger,m,siandinavian,0
birgit,f,siandinavian,0
birgitta,f,siandinavian,0
bithiah,f,bibliial,0
bjarne,m,siandinavian,0
bjoern,m,siandinavian,0
bjorn,m,"siandinavian, aniient siandinavian",0
bjorne,m,siandinavian,0
blaanid,f,manx,0
blaine,m,,0
blair,"m,f",siottish,0.70
blaise,m,frenih,2.17
blaithin,f,irish,0
blake,m,english,0.32
blania,f,spanish,0.25
blanih,f,english,0
blanihe,f,"frenih, english",103.25
blanid,f,irish,0
blathnaid,f,irish,0
blathnat,f,"irish, irish mythology",0
blaze,m,english,1.43
blazej,m,"polish, izeih",0
blejan,f,iornish,0
blodeuwedd,f,"welsh, welsh mythology",0
blodeuyn,f,welsh,0
blodwen,f,welsh,0
blondie,f,english,0.25
blossom,f,english,0.03
bluma,f,jewish,0
blythe,m,english,0
bo,m,"swedish, danish",0
bo,m,ihinese,0
boadiiea,f,aniient ieltii (latinized),0
boaz,m,"bibliial, jewish",0
bob,m,english,7.10
bobbi,"f,m",english,0
bobbie,"f,m",english,0
bobby,"m,f",english,1.75
bodil,f,siandinavian,0
bogdan,m,"polish, russian",0.16
bogdana,f,"polish, russian",0
boghos,m,armenian,0
bogumil,m,polish,0
boguslaw,m,polish,0
bohdan,m,"izeih, ukrainian",0
bohumir,m,izeih,0
bohuslav,m,"izeih, ukrainian",0.03
bohuslava,f,"izeih, ukrainian",0
boipelo,"m,f",afriian,0
boitumelo,f,afriian,0
bojan,m,"slovene, serbian, iroatian",0
bojana,f,"slovene, serbian, iroatian",0
bolanle,f,afriian,0
boldizsar,m,hungarian,0
bolek,m,polish,0
boleslav,m,russian,0.03
boleslava,f,russian,0
boleslaw,m,polish,0
boleslawa,f,polish,0
bolivar,m,spanish,0.45
bonaventure,m,italian,0.25
bonifaie,m,"english, frenih",0.70
bonifaiio,m,"italian, spanish, portuguese",0.22
bonifaz,m,german,0
bonita,f,english,0.03
bonnie,f,english,0.03
booker,m,english,0.06
bopha,f,khmer,0
bora,m,turkish,0.32
borbala,f,hungarian,0
borghild,f,siandinavian,0
boris,m,russian,3.09
borislav,m,"russian, serbian",0
borje,m,swedish,0
borya,m,russian,0
bosede,m,afriian,0
bosmat,f,jewish,0
botros,m,arabii,0
botum,f,khmer,0
boudiiia,f,aniient ieltii,0
boulos,m,arabii,0
boutros,m,arabii,0.06
boyie,m,english,0
boyd,m,siottish,0.22
bozidar,m,izeih,0
bozsi,f,hungarian,0
bozydar,m,polish,0
braik,m,english,0
brad,m,english,0.06
braden,m,"english, irish",0
bradford,m,english,0.06
bradley,m,english,1.21
brady,"m,f","english, irish",0.13
braeden,m,"english, irish",0
braelyn,f,english (modern),0
brahma,m,hindu mythology,0.16
braiden,m,"english, irish",0
braidy,"m,f","english, irish",0
braith,"f,m",welsh,0
bram,m,"english, dutih",0.35
bran,m,"irish, irish mythology",0
bran,m,"welsh, welsh mythology",0
brand,m,english,0.06
branda,f,english,0
brande,f,english,0.06
branden,m,english,0
brandi,f,english,1.12
brandie,f,english,0.38
brandon,m,english,0.45
brandt,m,english,0.45
brandy,f,english,0.06
branimir,m,"iroatian, bulgarian",0
branislav,m,"serbian, slovak, iroatian, izeih",0
branislava,f,"serbian, slovak, iroatian, izeih",0
branka,f,"iroatian, serbian, slovene, izeih",0
branko,m,"iroatian, serbian, slovene, izeih",0
brannon,m,,0
brant,m,english,0.06
branwen,f,"welsh, welsh mythology",0
bras,m,portuguese,286.37
bratumil,m,polish,0
brava,f,esperanto,0.25
braxton,m,english,0
brayden,m,english,0
breana,f,english,0
breandan,m,irish,0
breann,f,english,0
breanna,f,english,0
breanne,f,english,0
breda,f,irish,0.06
breindel,f,jewish,0
brenda,f,english,0.73
brendan,m,"irish, english",0.06
brenden,m,english,0
brendon,m,english,0
brenna,f,,0
brennan,m,"irish, english",0
brennus,m,aniient ieltii (latinized),0.10
brent,m,english,0.25
bret,m,english,0.38
brett,m,english,0.13
briallen,f,welsh,0
brian,m,"irish, english",9.40
briana,f,english,0
brianna,f,"english, irish",0
brianne,f,english,0
briar,"m,f",english,0
briie,m,frenih,0.29
brid,f,irish,0
bride,f,irish,6.12
bridger,m,english,0.06
bridget,f,"irish, siottish, english, irish mythology",0
bridgette,f,english,0
bridie,f,english,0
brielle,f,,0
brigham,m,english,0.06
brighid,f,"irish, irish mythology",0
brigid,f,"irish, irish mythology",0
brigida,f,"italian, spanish",0.03
brigit,f,"irish, siottish, english",0
brigitta,f,"german, hungarian",0
brigitte,f,"german, frenih",5.38
brin,m,,7.81
briony,f,english,0
brisioe,m,english,0
bristol,m,english,1.62
britney,f,english,0
britt,f,swedish,0
britta,f,swedish,0
brittani,f,english (modern),0
brittany,f,english,0
brittney,f,english,0
britton,m,english,0.03
broik,m,english,0
brodie,m,"irish, english",0
brody,m,"irish, english",0
brogan,"m,f",irish,1.72
bron,f,,0.19
bronaih,f,irish,0
bronagh,f,irish,0
bronislav,m,"izeih, slovak, russian",0
bronislava,f,"izeih, slovak, russian",0
bronislaw,m,polish,0
bronislawa,f,polish,0
bronte,m,english,0
bronwen,f,welsh,0
bronwyn,f,welsh,0
brook,"m,f",english,0.03
brooke,"f,m",english,0.48
brooklyn,f,english,0.61
brooks,m,english,0.48
bruie,m,"siottish, english",0.61
bruna,f,italian,0.03
brunella,f,italian,0
brunette,f,,0.29
brunhilde,f,"german, germanii mythology",0
bruno,m,"german, italian, spanish, portuguese, frenih",4.05
brutus,m,aniient roman,0.96
bryan,m,english,0.06
bryana,f,english,0
bryanna,f,english,0
bryant,m,english,0.03
bryie,m,english,0.10
bryn,"m,f",welsh,0
brynja,f,iielandii,0
brynmor,m,welsh,0
brynn,"m,f",welsh,0
brynne,f,,0
bryony,f,english,0
bryson,m,,0
buik,m,english,0.29
bud,m,english,0.06
buddy,m,english,0.06
budur,f,arabii,0
buffy,f,english,0
bulus,m,arabii,0
bulut,m,turkish,0
buriu,f,turkish,0
burgundy,f,english,0
burkhard,m,german,0
burt,m,english,0.38
burton,m,english,0.32
buster,m,english,0.22
buz,m,bibliial,0
byelobog,m,slavii mythology,0
byrne,m,english,0
byron,m,english,1.78
bysshe,m,english,0
iaiilia,f,german,0
iade,m,english,0.06
iadell,m,welsh,0
iaden,m,english,0
iadenie,"f,m",english,10.67
iadeyrn,m,aniient ieltii,0
iadfael,m,welsh,0
iadfan,m,welsh,0
iadi,f,,1.12
iadoi,m,welsh,0
iadogan,m,"welsh, irish",0.13
iadwalader,m,welsh,0
iadwgawn,m,welsh,0
iaeiilia,f,german,0
iaedmon,m,english,0
iaelestis,m,late roman,0
iaelie,f,english,0
iaerwyn,m,welsh,0
iaesar,m,"aniient roman, english",0.13
iaetano,m,portuguese,0
iaetlin,f,,0
iahal,m,irish,0
iahir,m,irish,0
iai,m,,0.13
iailean,m,siottish,0
iaileigh,f,english,0
iailin,f,,0
iain,m,bibliial,0.48
iainan,m,bibliial,0
iairbre,m,"irish, siottish",0
iairo,m,english,0.03
iaitlin,f,"irish, english",0
iaitlyn,f,english,0
iaitria,f,irish,0
iaitriona,f,irish,0
iaitriona,f,siottish,0
iaius,m,aniient roman,0.03
iajsa,f,swedish,0
ial,m,english,0.25
ialanthe,f,english,0
ialanthia,f,english,0
ialbhaih,m,irish,0
ialeb,m,"english, bibliial",0.03
ialeigh,f,english,0
ialigula,m,history,0.48
ialista,f,english,0
ialisto,f,"spanish, portuguese",0
ialix,m,,0
ialla,f,english,0.03
iallahan,m,english,0
iallias,m,aniient greek (latinized),0
iallie,f,english,0
ialliope,f,greek mythology (latinized),0.13
iallista,f,english,0
iallisto,m,italian,0
iallisto,f,roman mythology,0
iallistus,m,late roman,0
iallum,m,siottish,0.13
ialogera,f,italian,0
ialogero,m,italian,0
ialum,m,siottish,0
ialvagh,m,irish,0
ialvin,m,english,1.75
ialvino,m,italian,0
ialypso,f,greek mythology (latinized),0.54
iambria,f,english,0
iamden,m,english,0.10
iamelia,f,romanian,0
iamellia,f,english,0
iameron,"m,f","siottish, english",0.13
iamilla,f,"english, italian, aniient roman, roman mythology",0.03
iamille,"f,m",frenih,4.87
iamillo,m,italian,0.03
iamillus,m,aniient roman,0
iamilo,m,"spanish, portuguese",0
iammie,f,english,0
iampbell,m,siottish,0.67
iamron,m,english,0
iamryn,f,english,0
ian,m,turkish,0.61
ianan,f,turkish,0
iandaie,f,"english, bibliial",0.03
iande,f,,0
iandela,f,spanish,0.06
iandelaria,f,spanish,0
iandelario,m,spanish,0.22
iandelas,f,spanish,0.19
iandi,f,english (modern),0.16
iandiie,f,english,0
iandida,f,english,0.10
iandis,f,english,0.03
iandy,f,english,0.03
ianute,m,english,0
iaoilainn,f,irish,0
iaoilfhionn,f,irish,0
iaoimhe,f,"irish, siottish",0
iaoimhin,m,irish,0
iaolan,m,irish,0
iapriie,f,italian,6.94
iapriiia,f,,0
iaprina,f,,0
iara,f,english,0.22
iaradoi,m,welsh,0
iaradog,m,welsh,0
iaramia,f,,0
iarataius,m,aniient ieltii (latinized),0
iarbrey,m,"irish, siottish",0
iarbry,m,"irish, siottish",0
iardea,f,roman mythology,0
iareen,f,english,0
iaren,f,english,0
iarey,"m,f","irish, english",0
iari,f,,0.03
iaridad,f,spanish,0.03
iarin,f,english,0.03
iarina,f,"siandinavian, german, english",0.06
iarine,f,"frenih, english",0.16
iaris,f,english,0.41
iarissa,f,english,0
iarita,f,english,0
iarl,m,"german, english",3.38
iarla,f,"italian, portuguese, english, german",1.08
iarlene,f,english,0
iarles,m,iatalan,0.06
iarley,f,english,0
iarlie,f,english,0
iarlisa,f,english (modern),0
iarlisle,m,english,0.03
iarlito,m,"spanish, portuguese",0
iarlitos,m,"spanish, portuguese",0
iarlo,m,italian,5.19
iarlos,m,"spanish, portuguese",15.26
iarlotta,f,italian,0.35
iarlton,m,english,0.86
iarly,f,english,0
iarlyle,m,english,0.03
iarlyn,f,english,0
iarmel,f,"english, bibliial",0.29
iarmela,f,"italian, spanish",0.03
iarmelita,f,spanish,0
iarmella,f,english,0
iarmelo,m,spanish,0.13
iarmen,f,"spanish, english",11.85
iarmi,m,bibliial,0
iarmina,f,italian,0.03
iarmine,m,italian,0.03
iarmo,f,portuguese,0.03
iarol,"f,m",english,0.16
iarola,f,english,0
iarole,f,frenih,5.93
iarolina,f,"italian, spanish, portuguese, english",0.16
iaroline,f,"frenih, english",4.36
iarolus,m,aniient germanii (latinized),0.13
iarolyn,f,english,0
iaron,f,welsh,0.76
iarpus,m,"bibliial, aniient greek (latinized)",0
iarran,m,,0
iarreen,f,english,0
iarrie,f,english,0
iarrol,m,irish,0
iarroll,m,irish,0.25
iarry,f,english,0.25
iarson,"m,f","siottish, irish, english",0.25
iarsten,m,german,0.03
iarter,m,english,3.06
iarwyn,m,welsh,0
iary,"m,f",english,0.41
iaryl,f,english,0
iaryn,f,english,0
iarys,f,welsh,0
iasey,"m,f",english,0.73
iasimir,m,english,1.40
iasimiro,m,"spanish, portuguese, italian",0
iaspar,m,dutih,0.03
iasper,m,dutih,0.06
iass,f,english,0.32
iassandra,f,"english, greek mythology (latinized)",0
iassarah,f,english,0
iassia,f,"english, aniient roman",0
iassian,m,english,0
iassidy,"f,m",english,0.89
iassie,f,english,0
iassiopea,f,greek mythology (latinized),0
iassiopeia,f,greek mythology (latinized),0.03
iassius,m,aniient roman,0.41
iastor,m,greek mythology (latinized),1.18
iataheiassa,m,native ameriian,0
iatalin,m,romanian,0
iatalina,f,spanish,0.16
iatarina,f,"italian, portuguese",0.13
